63,그린랜턴보다 재미없었음 스토리 연출은비슷한데 ㅋㅋ액션에서 더 구림 필요없는 연출 왜이리 많은지 모르겠고...원더우먼1이랑 아쿠아맨생각하고가면 진짜 화날겁니다.,2
64,친구가 1 때 보다 실망이래요,6
65,기대가 많았는데 여러모로 아쉽네요. 스토리도 허무하달까 연출도 액션도 기대이하였습니다.,4
66,그냥....개띠용임...갤가돗 얼굴구경만 열심히 하다옴..,2
67,"멋져요2시간 반을 4시간 처럼 느끼게해주는 전개, 보다 체하진 않겠군요.희박한 액션신, 딱히 기억에 남는게..감상포인뚜는 다이애나의 미모☆무엇이 문제였나 그것이 알고싶습니다.",1
68,샹각햇던것보단 스토리가.넘 뻔해 좀 지루햇다,6
69,화려한 액션 그닥 없습니다히어로물에 안맞게 너무 감동에맛 몰두한 느낌,4
70,그저 그럼 진짜 그저 그럼,6
71,95% 사랑씬5% 전투씬더럽게 재미없고 나중에 다운받아보세요,1
72,갤 가돗이 예쁘다. 끝...,1
73,올해 최악의 영화ㅡ 주인공은 원더우먼이 아니라 딴놈인듯,2
74,억지스러움이 도를 넘는다.,4
75,1편에 비해 액션씬도 줄었고 스토리도 재미가 없었다. 악당 연기하는 분이 연기력이 쩔어 원더우먼이 조연 같았다,5
76,코로나땜시 자동차극장에서 보는데 진짜 차몰고 나가고 싶음나의 평점은...원더우먼이 약해져 있는 장면 보며 이 영화도 그런느낌.. .공감이 전혀안됨2020년 최악의 영화다른분들  영화보는데 방해되니 출발도 못하고 마지...,1
77,"오랜만에 히어로 무비기대했는데 히어로물의액션은 별로 없이 지루한 전개로 그냥 판타지가섞인 멜로,드라마같은 느낌ㅠ 전편을 재밌게 본사람으로 많이 실망이에요..",6
78,"영화 제작기법까지 1984로 후퇴한 영화개연성없는 러브씬, 진부한 스토리와 흡입력없는 빌런, 쓸데없이 긴 러닝타임, 정점은 막나가는 전투씬",2
79,"근래 본 영화중에 유치함이 1등입니다..초,중학생용 입니다.유치해서 영화보는도중 소름이 여러번 돋았네요...참고하세요..",4
80,전개가 너무 루즈하다. 군더더기 다 빼면 이 영화는 1시간으로 요약할 수 있을 것,5
81,중반까지 괜춘하다가 갈수록 개연성 엉망 ㅠ,5
82,스토리 별로 ....ㅜ 아쉽,4
83,지루한장면이 많은 영화.,6
84,갤가돗은 예쁨,2
85,DC는 안되나보다. 감독 제정신임??,2
86,감독 심형래 인가요??,1
87,"영화가 산만함. 내가 포인트를 놓친게 아닌가 싶엇는데, 그냥 못만든 영화의 한 전형임. 추천 절대 안하고 1점줄랫는데 걍 여주 이뻐서 1점 더",2
88,스토리 개연성 꽝입니다ㅠ 액션신이나 배우가 예쁜건 굿..,5
89,여주인공이 너무 이뻐용 ..,2
90,,1
91,원더우먼은 반가웠지만 아쉬움이 남는건 왜일까?,6
92,어휴ㅠ 너무 지루했어요. 원더우먼 특유의 긴장감과 박진감은 전혀 없어요. 빌런이라 할 것도 아니구요.정말 아쉽습니다.,4
93,히어로는 역시 날아다녀야지,2
94,개노잼 진짜 시간 왤케길어어요 ㅠㅠㅠ 굉장히  지루함,2
95,오타쿠로는 감명깊고 일반인으로는 노잼이다..,4
96,마블에 리얼 버라이어티에 익숙해져서 다들 너무 깐깐해진 듯. 그 저스트리그를 만든 디씨가  이 정도 했다는데 의의를 둡니다.이건 제목부터 1984였어요. 연출도 각본도교훈도 레트로입니다. 그 기준에서는 흡족했어요.,10
97,하 진짜 재미없음... 돈아깝 시간아깝,1
98,오래 기다렸다 코로나땜에 못봐서 그러는지.. 히어로물 너무 기대된다,10
99,원더우먼은 재밌다. 인정합니다. 맨오브스틸3 언제 나올려나...,10
100,재미없어요좋은 소재로 말아 먹었어ㅠㅠ,1
101,사람들이 원하는 원더우먼은 배대슈에서 둠스데이 팔 자르던 여전사 같은 모습이지 말하는 자기계발서가 아니야 ㅠㅠㅠ,5
102,"스토리도 아주 유치하고 쓸모없는 장면이 너무 많아요,  마지막에 억지로 감동 쥐어짜려해서더 별로입니다. 공감이 하나도 안되요.완전 비추입니다",1
103,진짜 심하네요. 마블 반만이라도 좀 따라가지 개연성 1도 없고 겁나 뜬금없고 필요없는 장면은 왜 이리 많은지,1
104,"1편이 극장용 블럭버스터였다면 2편은 TV용 영화 수준.. 제작비 다 어디다 쓴거임 ... 액션 비중도 많지 않아서 놀라울 따름 .. 샤잼이랑 비슷한 수준의 스토리인데 연출력이랑 CG, 특수효과가 더 떨어짐",4
105,생각보다 스토리가 별로였어요 ㅠㅠ 조금 실망스럽네요 지루했습니다,2
106,70~80년대 감성을 노골적으로 담았고 전작의 어두운 분위기와 비장미가 많이 깎였네요.,6
107,"재미가 없지는 않지만 다시 보고 싶지는 않은 영화...유치한 스토리, 과하게 웅장한 OST, 매력없는 빌런 갤가돗의 팬이라면 나쁘진 않을듯",6
108,기대이하~ 재미별로~,4
109,DC 다시 살아 날수 있을까,10
110,돈과 시간이 아까운 최악의 영화.마지막에 원더우먼이 악당과 호쾌하게 싸우기는 커녕 드러누워서 눈물을 흘리며 악당의 양심에 호소하고 자빠졌... ㅋㅋㅋㅋ 오랜만에 보는 이뭐병 히어로물.,1
111,와... 내가 지금 감독해도 이거보단 나을 듯. 시나리오는 무슨 미취학아동보는 뽀로로 수준. 이게 진짜 어른이만든 스토린가 내눈을 의심함. 주인공 두명때문에 참고 봄. 햐... 별 하나도 아깝다는 생각은 첨인 듯. ...,1
112,개연성부족 스토리구성 부족 대사 오글거림 걍노잼 절대보지마셈,2
113,여주 팬심으로 보았습니다 ㅜㅜ,6
114,진심 이 영화는 초등학생 이상 관람불가로 해야된다. 냉정히 유치원생들에게도 혹평이 쏱아지기 충분한 영화.,2
115,배우때문에 영화봄...그거말고는...,4
116,보다가 잠들었다 어떻게 이게 평점 8점대냐,2
117,"이 영화를 10점이나 준다고? 클리셰 범벅에 억지감동에 쓰잘데기 없는 씬 넣어서 분량 늘리기, 전혀 강하지 않은 빌런으로  긴장감 제로, 세계관도 엉망...이 영화로 DC의 한계를 보았고 당분간 마블을 못넘을듯 합니...",1
118,갤 가돗 누나의 탱크 레그프레스 말고는아무것도 없었다..,4
119,감독이 페미니스트 인듯 개노잼에 여성우월을 강조하는듯한 ;;,1
120,DC 작품중 가장 지루한 작품이라 생각 되네요!!비싼 배우 데려와서 저렇게 밖에 못만들었나 하는 생각도 듭니다.액션신은 거의 없고 초반 중반 막판에 잠깐씩 나옵니다.,2
121,패미우먼존망. 판데믹시즌에 이걸보러 극장에 간 당신이 원더우먼,1
122,ㅋㅋ내 두 눈을 의심했다..이게 과연 2020년에 나온 영화냐ㅋㅋㅋ보기 시작하면 끝까지 보는 편인데중간에 포기한 최초의 영화다...처음 마트에서 강도들 제압하는 장면보고 아차싶었다ㅋㅋ,1
123,자다깻는데도 안끝나서 또잠 런닝타임 어마어마함 시간과 정신의방인줄너무 유치하고 아무것도 기억에 남는게 없음,1
124,시간이랑 돈버린 느낌임 남들은 모르겠으나 나는 너무 재미없고 지루해서 진짜 영화보다가 중간에 집에 가버린적은 이번이 처음 인거 같다,2
125,스토리가 너무 빈약함. 굳이 이 시기에 영화관에서 볼 필요는 없을듯,1
126,DC는 진짜 영화 못 만든다. 일본에서 지겹게 쏟아져나오는 만화나 애니메이션의 실사판 영화들보다도 수준이 낮네.,1
127,쓰레기 페미영화 그 자체다,1
128,1984년에 나왔다면 대흥행 했을지도.. 이 영화에 투자하신 분들 이야기를 듣고 싶습니다.,4
129,전작에비해별로에요..,4
130,,4
131,안타깝게도 DC가 전작의 기대치 않은 성공을 너무 과신한 것 같다. 리부트만이 답이라고 본다.,5
132,내 인생 최고의 꿀잠을 선사한 수면제,1
133,근데 빌런은 서양인인데 그의 아들은 순 검은색 눈동자 동양인이 나올수있어?,2
134,이걸 영화라고 만든것 자체가 무리~ 졸려서 죽는줄~,1
135,잼 없음... 보다가 잠...갈수록 재미있는 영화가 없음.... 아마 내가 늙어서 그런지도...ㅋㅋㅋㅋ좋은점은 하나도 없는데 뭘 골라야 하나요? 걍 의무감?으로 본 영화..,1
136,그저....웃지요,2
137,"84년에 개봉해도 실패할망작,,,극장개봉안한건 재미없어서 실패할걸 알고있었기때문,,,,",1
138,,1
139,1탄 만든 감독이 만든 2탄 맞나요?,1
140,"머하나 집중이 안돼는 영화, 겔가롯???",2
141,개연성 없는 스토리..;; 1984라는 타이틀만 달았지 80년대 레트로느낌 전혀없음. 1편 처럼 신의 실체가 나오는것도 아니고 그냥 소원빌면 다 이뤄짐 ㅋㅋ할리우드 배우로 클레멘타인 리메이크한 느낌..;; 그냥 마블...,2
142,1편과 비교할수 없음 최악임,2
143,개막장 쓰레기  드럽게 맴없다,1
144,오랜만에 극장왔다가 돈아깝다는 생각만하고 돌아감,1
145,솔직히 말하면 연기부터 연출까지 졸라 구림 그래도 생각보다 스토리는 ㄱㅊ음 근데 연출이 진짜 에바임 원더우먼이 갑자기 슈퍼맨이 되지를 않나 걍.. 없었던 일로 하고 다시 찍어줬으면 좋겠음,5
146,"액션, 스토리, 연출 어느 하나 내세울게 없는 영화.전작과 같은 감독이라는게 놀라울 뿐...1984에는 다 빠지고 갤 가돗 하나만 남았다...",1
147,패미색짙어 재미없음 실망임,2
148,"CG 는 조잡,  스토리, 연출 모든게 그냥 평범이하",1
149,가족끼리 오랫만에 본 영화로서 만족하려했지만 가족 모두 핵노잼에 시간 낭비했다며 아우성이네요 ㅠㅠ 가족간 불화 조성시키는 평점 0.1도 아깝네요. 절대 보지마세요 기대안하고봐도 실망합니다 으아 ㅠㅠ 내시간 돌려줘 ~...,1
150,시간 가는 줄 알고 봤습니다.,2
151,억지 신파 퇴보한 그래픽,1
152,액션매우 매우 아쉬움... 전작은 그래도 갤 가돗 카리스마랑 액션으로 커버쳤다해도 이번 영화는 그것마져 없는듯,1
153,뭔가 다 예상 가능하게 흘러가는 듯한 느낌..,4
154,보지 마세요재미없습니다;;;,2
155,처음 어린시절 및 중간부까지는 볼만했는데 후반부는 진짜 c급 영화 보는 느낌이었음,4
156,2시간동안 지루하다 막판에 조금 재밌으려다 그것마저 재미없네요,4
157,액션은 재밋는데 유치함ㅜㅜ,2
158,뭔가  기대한것과는  달리  실망뿐입닏,6
159,히어로 무비이나 장르는 드라마. 액션을 기대했다면 실망할수 있겠음,7
160,의외로 펑펑터지는 액션은 적었고 갤가돗은 예쁩니다.,6
161,재미가 없는건 아닌데... 엉성해요 ㅠ 여주언니 얼굴 몸매 보러 가세요 진짜 언니 얼굴 몸매가 다 했어요,6
162,일생 일대 가장 잼 없는 영화 였습니다그나마 절반은 졸았고 ㅠㅠ,2
163,재밌었다고합니다. 그렇다네요.,10
164,,10
165,재미 있더만요이런류는 그냥 이렇게 받이들이세요.추억돋고 좋던데,8
166,dc야 제발....우리 그러지 말자....이건 아니잖아...cg나오는데 부제가 1984라 옛날 원더우먼 오마주하는줄 알았음 ㅠ...액션???....스토리???...어처구니 없다 진짜. 대체 마사랑 뭐가 다르냐.......,2
167,정말 재미없다. 드럽게....그리고 2시간 반이나...자동차 극장이라 나오지도 못하고,1
168,라스트 오브 어스 2가 더 재밌음,4
169,정성스럽게 만는 똥을 보고온 느낌,1
170,"기대감이 커서 그랬는지 몰라도 많이 실망했어요 ; (그냥 예쁘고 잘생긴거 빼면 뭘 말해야 할지도 모르겠어서 조금 당황스러웠네용 ,,",4
171,하나부터 열까지 제대로 된 구석이 없음 진짜 엉망진창 그 자체 영화가 빨리 끝나길 바랬음 평점 빨리 남기고 싶어서 아주 보면서 후반부부턴 화가 치밀어 오름 진짜 개판인 부분 많은데 그 중에 제일 개판인게 다이애나 없...,1
172,돈을 날리고 싶으십니까? 그럼 보십쇼.,1
173,재미 없다 내돈 11000원 돌리도,1
174,"그래 나도 소원하나 빌어보자, 이거 보기전으로 돌아가달라고 감기는 눈 속 펼쳐지는 DC의 종말.",1
175,"그동안의 영웅물을 좋아했던 사람들을 폭력주의자에 평화를 사랑하지 않는 사람들로 만들어버리는, 아주 대단하고 고결하신 감독님의 영화... 굳이 MCU를 예로 들 필요도 없다. 그래봤자 마블빠가 DC영화 깐다고 욕 하는...",1
176,평점,1
177,DC 최악의 영화. 이거 보러 극장 간 사람들이 겁나 불쌍하다.,1
178,뭐야 내 원더우먼 돌려줘요,1
179,망작이네ㅜ 돈다주고 본 미친,2
180,힘들다. 정말로 힘들다..,1
181,이 영화 볼 돈을 차라리 쫙쫙 찢어서 길바닥에 뿌리는게 더 나은 영화입니다 개연성 없고 자꾸 주인공은 쫄면사리같은 줄로 휘리릭 거리다 끝나는 영화입니다남자빌런은 지가 지니인지 자꾸 소원이뭐야 소원을 이뤄줄께 (소녀시...,1
182,시대 배경이 84년인거지... 영화 수준(특히 CG)이 84년이면 어쩌자는거니?,2
183,ㅋㅋㅋㅋ진짜 최악임스토리 연계성 하나도 없고 말이 안되는건 둘째치고 영화상의 전제조건을 무시하고 진행됨 ㅋㅋㅋ영상미도 정말 구리고 의미없는 장면들도 많음,1
184,"히어로 영화가 성공하거나 유명해질려면 뭐가 있어야 할까요? 엄청난 능력? 누구나 빠져들수있는 깊은 스토리? 매혹적인 외모? 특이한 설정? , 모두가 열광하는 배우의 캐스팅? 틀린 답은 아니지만 제일 중요한것은 그와 ...",2
185,"여성 액션 영화감독은 흔하지 않아서, 앵간하면 응원하고 싶지만... 이건 80년대 스타일이 아니라 80년대 영화같다",1
186,원더우먼은 세상을 구했지만 관객은 구하지 못했다. 원조원더우먼 린다카터 할머니 갤가돗보다 훨씬 이쁘더라.,1
187,기대했던 블록버스터 영화는 아니었고..잘만든 tv드라마 느낌,6
188,코로나 이후로 볼 영화 드럽게도 없네,1
189,연기는 대박 ㅇㅣ야기는 유치원생 수준,1
190,"스토리 허접하고, 빌런 고양이가 뭐냐? 뮤지컬 캣츠 찍는줄 알았음.",1
191,원더우먼까지 이렇게 써버리면 더이상 DC에 희망은 없는건데...,3
192,"헐..,..,....,",1
193,전편은 재미있었는데 이번 영화는 뭔가 CG뛰 너무나고 유치하고 뭔가 기대에 못미침,1
194,오 이걸 본 내가 레전드다 유치했음,5
195,재미없어요 진짜 재미없어요,2
196,다 알바 들인가? 정말 유치하기 짝이 없다  스토리가 좋와? 액션씬이 멋져? 아무리 갠취라고 하지만 너무 하잖아 정말 유치하기 짝이 없다 정말 유치하기 짝이 없다,2
197,0점이 없는게 아쉽네 그리고 감상포인트가 없는데 왜 꼭 선택해야하는지 ㅡㅡ 1편보다 cg가 허접해진 것에 충격 먹고 스토리가 넘 재미없어서 충격 먹었습니다. 1984년 배경은 잘 재현했는데 영화 기술과 수준까지 19...,1
198,어쩌다이리됐는지...모두가재미없다던 저스티스리그등등 그나마나름 히어로물은 그냥저냥 다 재미있게보는편인데 스토리도엉성하고 되려 열연해보이는 출연진들이 안쓰러워보일정도다.중국영화수준인듯 하다.,1
199,"1. 영화초반 다이애나의 성장기(?) 훈련과정을 담은 부분은 아주 훌륭함(이때 가지게되는 영화전체의 기대감때문에 실망감이 더 크게 다가옴)2. 유치하고, 조잡한 스토리3. 너무 줄타기 액션위주고 이마저도 지루함4. ...",4
200,히어로물과 동화의 차이를  전혀 구분 못하는 감독...여자라서 7분의1을 받는게 아니다...,4
201,DC히어로영화는 저스티스리그에서 재앙을 몰고왔고 원더우먼 1984로 종말을 고했다,1
202,한국영화 신파는 신파도 아니구나.21세기에 슈퍼맨1 수준의 퀄리티라니. ㅎ,2
203,이게 DC영화지. 절대 마블 따라갈수없다.1편의 반도 못따라감.진짜 스토리랑 연출 이것밖에 안되나? 점점더 퇴보되는느낌.,1
204,쿵푸허슬처럼 까마귀 밟지 말라고 기도했습니다.,2
205,재미있었다는건 99프로 알바..정말해도해도너무함.워낙 sf나 히어로물을 좋아하고 왠만해서는 다보는데  정말 이건봐줄수가없음..볼거리도없고 지루하고  cg는 웃음나올지경이고 1편은 그럭저럭 볼만했는데  같은감독이라는데...,2
206,21세기에 들어선지 20년이 되었는데.. 이런 영화가 나오다니..엄청나네..허경영을 모티브로 했나... 내 눈을 바라봐.. ㅋ 미치겠다.ㅋ어떻게 이런 스토리와 영상이 나올 수 있지? ㅋㅋ,2
207,cg와 연출이 시대를 역행하네...,4
208,개별로임 돈아까우니 절대 보지 마시길..,1
209,진짜 영화보면서 싸구려 CG 볼 때마다 오글거리고 그만 보려는 충동 드는 거 겨우 견뎠네요.. 전작도 CG가 그리 좋은 편은 아니기는 했지만 참고 볼만했고 스토리랑 인물 몇몇은 꽤 괜찮게 뽑혔고 배우들 연기도 좋아서...,1
210,심형래 영화인줄 유치해서 버티기 힘들었다,1
211,배우들의 연기가 너무 아깝다.... 스토리에 개연성에 cg에 액션에 모든부분에 심각한 하자가 있다,1
212,DC유니버스를 일으킨 자도 원똥워먼이며 망하게 한 자도 원똥워먼임,2
213,이게 영화냐..시대가 2021년이다 수준이 옛날 우뢰매 보는것 같았다,1
214,희야 진짜 이거 뭐야....수면제야?.. 백악관씬에서 한번졸고....살쾡이 전투때 한번졸고...이거 극장에서 봤으면 억울했겠다..,1
215,이게 영화냐..원더우먼 아이 안고 넘어지는데 인형인게 확 티나더라..ㅡㅡ그래픽 수준이 터미네이터2 보는줄 알았다...ㅡㅡ,1
216,믿을수 없다 2020년에 이리 개연성 없는 영화를 만들수가 있다니 그것도 워너에서 ㅡㅡ,1
217,1편 반에반에반도 못따라감 ㅋㅋㅋ 에효 초반 10분만 걍 볼만함 ㅋㅋ 조용히 개봉한 이유를 알겠음 ..진짜 디씨가 디씨했음 . 개노잼,1
218,별점2점도 아깝다....,2
219,영화관에서 나만 남게 될줄 몰랐다,4
220,1984년에 찍은게 이제서야 개봉...,2
221,"서론이 너무 길었음, 이영화 언제 끝나지 하고 생각남, 핸드폰 자꾸보게 됨, B급그 이하를 보게됨",1
222,개연성이라고는 1도 없는 구성 ㅜㅜ,1
223,당신이 영화를 보기 전에 이 글을 본다면 정말 다행입니다 제발 절대 보지 마세요... 평생 영화 보면서 졸았던 적이 한 번도 없었고 수험생활하면서 1년동안 영화를 한 번도 안보다가 처음 본 영화인데 거짓말 안치고 중...,1
224,생각보다 평점이 높네요 히어로물을 액션을 보기위해 보는 사람으로서 정말 재미없었습니다 엉성한 액션과 연출 먼가 느릿느릿한 동작들....,1
225,,6
226,진짜 드럽게 재미없네 ***^^,1
227,별 반개도 아깝다 ㅡㅡ;없는 감상포인트를 왜 자꾸 선택하라는거여 ?,1
228,"ㅇ,이게 뭐노????",4
229,내생에 최악의 영화 Best10 에 들어갈거 같아...영화 보는중에 쓰는 리뷰내 살면서 영화보면서 리뷰 써보긴 처음이다,1
230,설날 특선영화로도 보기싫은정도,1
231,1984년에도 이렇게 재미없는 영화는 없었을듯,2
232,약하다 약해...연출도 약하고 액션도 약하고 빌런도 약하고 무엇하나 1편보다 나은게 없다,6
233,아니 영화가 왜 유아용이 됐어?,1
234,되게 지루해요 재미 없어요,4
235,정말1984년 외화시리즈 보는듯..스토리도 연출도.,2
236,올해 본 영화중 최악....별 반개도 아까움...,2
237,갤가돗 찐팬 아니라면 영화 내내 2시간30분 정도가 미치도록 안가기는 처음.,2
238,2시간 30분이나 영화를 볼 필요가 있었나 싶습니다.이 영화는 마치 코로나가 1000명 넘게 나오는 이 시국에 영화관을 가는 시민들을 우롱하는 영화가 아닌가 싶다. 뻔한 연출에 뻔한 결말 한국의 전래동화보다 못하다....,1
239,기대치는 항상 마블 이상이지만 결과는 참혹하다.,2
240,왜 DC 히어로물이 망하는지 보여주는 진부한 스토리..1. 원더우먼 성장이야기는 왜 들어갔는지..2. 여자악역은 대체 왜 흑화한 것인지..3. 남자악역은 대체 무슨 목적이 있었던 것인지..진짜 시간 아까운 영화..,2
241,뭘보고 3편까지 만드냐 ㅋㅋ투자자 뒷통수 엄청 맞겠구만,1
242,이케릭터를 가지고도 이렇게 말아먹을수도있구나 싶네B급이하다,1
243,어떻게든 2시간을 채우겠다는 감독의 집념이 담긴 영화ㅋㅋ보다가 뛰쳐나옴,1
244,어릴적 보던 파워레인저보다 못함..장르가 뭔지도 모르겠음...,1
245,"갤 가돗 팬이고, 원더우먼을 좋아하지만, 이건 정말 아니다 싶다.스토리, 개연성 다 개나 줘버린 영화. 오로지 갤 가돗의 연기와 매력이 5점 이나마 주게 만들었지만,갤 가돗의 매력와 연기력으로도 도저히 커버가 안 될...",5
246,너무나도 지루해서 시계를 몇 번이나 봤는지 모른다. 원더우먼이 날아가는 cg는 기가 막혀서 웃음조차 안 나옴.,1
247,디씨가 디씨했을뿐...,1
248,원더우먼이 나오는 브루스 올마이티.가장 박진감 넘치는 장면은 장갑차가 택시를 친 장면.,6
